TIME,WEIGHT,POROSITY
6.48357903937e-07,-8.9402,-60.0902621838
0.18689208342,-8.9401,-60.0895900483
0.373906382306,-8.9401,-60.0895900483
0.560006820725,-8.9401,-60.0895900483
0.747006207379,-8.9401,-60.0895900483
0.933976417926,-8.94,-60.0889179128
1.12092166669,-8.94,-60.0889179128
1.3070623033,-8.94,-60.0889179128
1.49399426074,-8.94,-60.0889179128
1.68098910888,-8.94,-60.0889179128
1.86796969316,-8.94,-60.0889179128
2.0549292058,-8.94,-60.0889179128
2.24105525436,-8.94,-60.0889179128
2.42799661298,-8.94,-60.0889179128
2.61493083966,-8.94,-60.0889179128
2.80195940242,-8.94,-60.0889179128
2.98893642073,-8.94,-60.0889179128
3.17506506272,-8.94,-60.0889179128
3.36201647088,-8.94,-60.0889179128
3.54895167011,-8.9399,-60.0882457772
3.73591863886,-8.9399,-60.0882457772
3.92293228939,-8.9399,-60.0882457772
4.10900225499,-8.9399,-60.0882457772
4.29597084464,-8.9399,-60.0882457772
4.48294494534,-8.9399,-60.0882457772
4.6689893008,-8.9398,-60.0875736417
4.85604866056,-8.9398,-60.0875736417
5.04304156363,-8.9398,-60.0875736417
5.22997805957,-8.9398,-60.0875736417
5.41689283552,-8.9398,-60.0875736417
5.60301791154,-8.9398,-60.0875736417
5.79000497939,-8.94,-60.0889179128
5.97695217323,-8.9401,-60.0895900483
6.16391201005,-8.9401,-60.0895900483
6.35092825401,-8.9401,-60.0895900483
6.53698330738,-8.9401,-60.0895900483
6.72392888032,-8.9401,-60.0895900483
6.91092308011,-8.9401,-60.0895900483
7.09705010121,-8.9401,-60.0895900483
7.28401220728,-8.9401,-60.0895900483
7.4709921432,-8.9401,-60.0895900483
7.65788746841,-8.9401,-60.0895900483
7.84492997086,-8.9401,-60.0895900483
8.03100674422,-8.9401,-60.0895900483
8.21796755358,-8.9402,-60.0902621838
8.40492058264,-8.9402,-60.0902621838
8.59192839795,-8.9402,-60.0902621838
8.7779743743,-8.9402,-60.0902621838
8.9649714917,-8.9402,-60.0902621838
9.15197703776,-8.9402,-60.0902621838
9.33805510783,-8.9402,-60.0902621838
9.5249818784,-8.9402,-60.0902621838
9.71194268775,-8.9402,-60.0902621838
9.89891614009,-8.9402,-60.0902621838
10.0850671504,-8.9402,-60.0902621838
10.272012075,-8.9402,-60.0902621838
10.4589741811,-8.9402,-60.0902621838
10.6458921988,-8.9402,-60.0902621838
10.8329483168,-8.9402,-60.0902621838
11.0190529695,-8.9402,-60.0902621838
11.2059696906,-8.9402,-60.0902621838
11.3929003513,-8.9402,-60.0902621838
11.5798887158,-8.9402,-60.0902621838
11.7660300008,-8.9402,-60.0902621838
11.952990486,-8.9402,-60.0902621838
12.1399535646,-8.9402,-60.0902621838
12.3259804144,-8.9402,-60.0902621838
12.5130102739,-8.9402,-60.0902621838
12.6999736767,-8.9402,-60.0902621838
12.8869247607,-8.9402,-60.0902621838
13.0730718808,-8.9401,-60.0895900483
13.260019723,-8.9399,-60.0882457772
13.4469497354,-8.9399,-60.0882457772
13.633882017,-8.9398,-60.0875736417
13.8209180359,-8.9398,-60.0875736417
14.0070113424,-8.9398,-60.0875736417
14.193936492,-8.9398,-60.0875736417
14.3809407414,-8.9398,-60.0875736417
14.5670346962,-8.9398,-60.0875736417
14.7539728131,-8.9398,-60.0875736417
14.9410192057,-8.9398,-60.0875736417
15.1279223112,-8.9398,-60.0875736417
15.3140966624,-8.9398,-60.0875736417
15.5010065756,-8.9398,-60.0875736417
15.6879738686,-8.9397,-60.0869015061
15.8749635299,-8.9397,-60.0869015061
16.0619230425,-8.9397,-60.0869015061
16.2480581681,-8.9397,-60.0869015061
16.4349580318,-8.9397,-60.0869015061
16.6219327808,-8.9397,-60.0869015061
16.8088845132,-8.9397,-60.0869015061
16.9950212597,-8.9397,-60.0869015061
17.1819904977,-8.9397,-60.0869015061
17.3689752963,-8.9397,-60.0869015061
17.5558881271,-8.9397,-60.0869015061
17.7420112581,-8.9397,-60.0869015061
17.9290022161,-8.9397,-60.0869015061
18.1159289867,-8.9397,-60.0869015061
18.3029452306,-8.9397,-60.0869015061
18.4890122786,-8.9396,-60.0862293706
18.6759280271,-8.9396,-60.0862293706
18.8628946717,-8.9396,-60.0862293706
19.0499310147,-8.9396,-60.0862293706
19.2360590083,-8.9396,-60.0862293706
19.4230039329,-8.9396,-60.0862293706
19.6099462641,-8.9396,-60.0862293706
19.7960463783,-8.9396,-60.0862293706
19.9830499793,-8.9396,-60.0862293706
20.1699553541,-8.9396,-60.0862293706
20.3569271855,-8.9396,-60.0862293706
20.5430383218,-8.9396,-60.0862293706
20.7299511527,-8.9396,-60.0862293706
20.9169437316,-8.9396,-60.0862293706
21.1039285302,-8.9395,-60.085557235
21.2900581447,-8.9395,-60.085557235
21.4769826461,-8.9395,-60.085557235
21.6639288674,-8.9395,-60.085557235
21.8509133418,-8.9395,-60.085557235
22.0379237505,-8.9395,-60.085557235
22.2240199746,-8.9395,-60.085557235
22.4109623058,-8.9395,-60.085557235
22.5978748125,-8.9395,-60.085557235
22.7840031303,-8.9395,-60.085557235
22.970979176,-8.9395,-60.085557235
23.1579762934,-8.9395,-60.085557235
23.3449299709,-8.9395,-60.085557235
23.5310252224,-8.9395,-60.085557235
23.7179594491,-8.9395,-60.085557235
23.9049539731,-8.9395,-60.085557235
24.0919329365,-8.9395,-60.085557235
24.278053474,-8.9395,-60.085557235
24.4649818654,-8.9395,-60.085557235
24.6519316527,-8.9395,-60.085557235
24.8388947313,-8.9395,-60.085557235
25.02506811,-8.9395,-60.085557235
25.2120178973,-8.9395,-60.085557235
25.3989495305,-8.9395,-60.085557235
25.585881488,-8.9395,-60.085557235
25.7719384864,-8.9395,-60.085557235
25.9590117858,-8.9395,-60.085557235
26.1459651391,-8.9395,-60.085557235
