TIME,WEIGHT,POROSITY
9.72536855905e-07,0.0,0.0
0.186931309074,0.0,0.0
0.373944311243,0.0,0.0
0.560020436241,0.0,0.0
0.746979624705,0.0,0.0
0.93393492302,0.0,0.0
1.12088114433,0.0,0.0
1.30699065976,0.0,0.0
1.49397416164,0.0,0.0
1.68097679008,-9.99999999998e-05,-0.000672135547121
1.86794764899,-9.99999999998e-05,-0.000672135547121
2.05487604045,-9.99999999998e-05,-0.000672135547121
2.24097388544,-9.99999999998e-05,-0.000672135547121
2.42791783749,-9.99999999998e-05,-0.000672135547121
2.61494899368,-0.0002,-0.00134427109424
2.80191109976,-0.0002,-0.00134427109424
2.98804071428,-0.0002,-0.00134427109424
3.17498855648,-0.0002,-0.00134427109424
3.36190365661,-0.0002,-0.00134427109424
3.54890077401,-0.000300000000001,-0.00201640664137
3.7350170972,-0.000300000000001,-0.00201640664137
3.92193284568,-0.000300000000001,-0.00201640664137
4.10894033681,-0.000300000000001,-0.00201640664137
4.29588039871,-0.000300000000001,-0.00201640664137
4.48197889206,-0.000300000000001,-0.00201640664137
4.66894942679,-0.000300000000001,-0.00201640664137
4.85592871435,-0.000300000000001,-0.00201640664137
5.04288466102,-0.000300000000001,-0.00201640664137
5.22901622062,-0.000300000000001,-0.00201640664137
5.41601431056,-0.000300000000001,-0.00201640664137
5.60294010859,-0.000300000000001,-0.00201640664137
5.78988568153,-0.000300000000001,-0.00201640664137
5.97601951039,-0.000300000000001,-0.00201640664137
6.16298323735,-0.000300000000001,-0.00201640664137
6.34994048074,-0.000300000000001,-0.00201640664137
6.53687470743,-0.000300000000001,-0.00201640664137
6.7230159924,-0.000300000000001,-0.00201640664137
6.9099638346,-0.000300000000001,-0.00201640664137
7.09691816038,-0.000300000000001,-0.00201640664137
7.28391527778,-0.0002,-0.00134427109424
7.46996384756,-0.0002,-0.00134427109424
7.65697555302,-0.0002,-0.00134427109424
7.84394154924,-0.0002,-0.00134427109424
8.0308822595,-0.0002,-0.00134427109424
8.21701868178,-0.0002,-0.00134427109424
8.40395809533,-0.0002,-0.00134427109424
8.59086995367,-0.0002,-0.00134427109424
8.77790078568,-0.0002,-0.00134427109424
8.96400057574,-9.99999999998e-05,-0.000672135547121
9.15097629733,-9.99999999998e-05,-0.000672135547121
9.33791214491,-9.99999999998e-05,-0.000672135547121
9.5248817071,-9.99999999998e-05,-0.000672135547121
9.71101910192,-9.99999999998e-05,-0.000672135547121
9.89799644441,-9.99999999998e-05,-0.000672135547121
10.0849154347,-9.99999999998e-05,-0.000672135547121
10.2718931013,-9.99999999998e-05,-0.000672135547121
10.4579773308,0.0,0.0
10.6449806076,0.0,0.0
10.8319355818,0.0,0.0
11.0188840723,0.0,0.0
11.2050166044,0.0,0.0
11.3919563422,0.0,0.0
11.5789359539,0.0,0.0
11.7658906039,0.0,0.0
11.9519946083,0.0,0.0
12.1389722749,0.0,0.0
12.3259327601,0.0,0.0
12.5128893551,0.0,0.0
12.6989816891,0.0,0.0
12.8859716745,0.0,0.0
13.0729285938,0.0,0.0
13.2598790294,0.0,0.0
13.4459976218,0.0,0.0
13.6329820962,0.0,0.0
13.8199302626,0.0,0.0
14.0068826433,0.0,0.0
14.1930203623,0.0,0.0
14.3799827926,0.0,0.0
14.5669157225,0.0,0.0
14.7538946859,0.0,0.0
14.9400236521,0.0,0.0
15.1269643624,0.0,0.0
15.3139277651,0.0,0.0
15.5008837118,0.0,0.0
15.6870185132,-9.99999999998e-05,-0.000672135547121
15.8739777017,-9.99999999998e-05,-0.000672135547121
16.0609135493,-9.99999999998e-05,-0.000672135547121
16.2479106667,-9.99999999998e-05,-0.000672135547121
16.4348902784,-9.99999999998e-05,-0.000672135547121
16.6209813156,-0.0002,-0.00134427109424
16.807947636,-0.0002,-0.00134427109424
16.9948828352,-0.0002,-0.00134427109424
17.1818789801,-0.000300000000001,-0.00201640664137
17.3679800669,-0.000300000000001,-0.00201640664137
17.5549823711,-0.000300000000001,-0.00201640664137
17.7418851525,-0.000400000000001,-0.0026885421885
17.928020278,-0.000400000000001,-0.0026885421885
18.1149746038,-0.000400000000001,-0.0026885421885
18.3019286054,-0.000400000000001,-0.0026885421885
18.488806425,-0.000400000000001,-0.0026885421885
18.6750290789,-0.000400000000001,-0.0026885421885
18.8619798387,-0.000400000000001,-0.0026885421885
19.0489542635,-0.000400000000001,-0.0026885421885
19.2358823308,-0.000400000000001,-0.0026885421885
19.4228833384,-0.000400000000001,-0.0026885421885
19.6089928538,-0.000400000000001,-0.0026885421885
19.7959348608,-0.000400000000001,-0.0026885421885
19.9829355441,-0.000400000000001,-0.0026885421885
20.169004213,-0.000400000000001,-0.0026885421885
20.35594622,-0.000400000000001,-0.0026885421885
20.542980618,-0.000400000000001,-0.0026885421885
20.7299375372,-0.000400000000001,-0.0026885421885
20.9160146347,-0.000500000000001,-0.00336067773562
21.1030033235,-0.000500000000001,-0.00336067773562
21.2899748307,-0.000500000000001,-0.00336067773562
21.4768824748,-0.000500000000001,-0.00336067773562
21.6638912626,-0.000500000000001,-0.00336067773562
21.8500179595,-0.000500000000001,-0.00336067773562
22.0369343564,-0.000500000000001,-0.00336067773562
22.2239149406,-0.000500000000001,-0.00336067773562
22.4107934085,-0.000500000000001,-0.00336067773562
22.5970222218,-0.000500000000001,-0.00336067773562
22.7839749267,-0.000500000000001,-0.00336067773562
22.9709305492,-0.000500000000001,-0.00336067773562
23.1570053775,-0.000500000000001,-0.00336067773562
23.343975588,-0.000500000000001,-0.00336067773562
23.5309769198,-0.000500000000001,-0.00336067773562
23.7179007727,-0.000400000000001,-0.0026885421885
23.9048910824,-0.000400000000001,-0.0026885421885
24.0909866581,-0.000400000000001,-0.0026885421885
24.2779270442,-0.000300000000001,-0.00201640664137
24.4649319419,-0.000300000000001,-0.00201640664137
24.6518943721,-0.000300000000001,-0.00201640664137
24.8380178272,-0.0002,-0.00134427109424
25.0249244987,-0.0002,-0.00134427109424
25.2119225887,-0.0002,-0.00134427109424
25.3988879365,-9.99999999998e-05,-0.000672135547121
25.5849767045,-9.99999999998e-05,-0.000672135547121
25.7719738219,-9.99999999998e-05,-0.000672135547121
25.9589398181,-9.99999999998e-05,-0.000672135547121
26.1458763141,-9.99999999998e-05,-0.000672135547121
26.3320143572,-9.99999999998e-05,-0.000672135547121
26.5189910514,-9.99999999998e-05,-0.000672135547121
26.7059356518,-9.99999999998e-05,-0.000672135547121
26.8928977578,-9.99999999998e-05,-0.000672135547121
27.0790072733,-9.99999999998e-05,-0.000672135547121
27.2659570606,-9.99999999998e-05,-0.000672135547121
27.4529360239,-9.99999999998e-05,-0.000672135547121
27.6398987784,-9.99999999998e-05,-0.000672135547121
27.8260154257,-9.99999999998e-05,-0.000672135547121
28.0128472119,-9.99999999998e-05,-0.000672135547121
28.1999341268,-9.99999999998e-05,-0.000672135547121
28.3868874801,-9.99999999998e-05,-0.000672135547121
28.5730226056,-9.99999999998e-05,-0.000672135547121
28.7599785523,-9.99999999998e-05,-0.000672135547121
28.9469257462,-9.99999999998e-05,-0.000672135547121
29.1338846104,-9.99999999998e-05,-0.000672135547121
29.3200113074,-9.99999999998e-05,-0.000672135547121
29.5069837872,-9.99999999998e-05,-0.000672135547121
29.6939458932,-9.99999999998e-05,-0.000672135547121
29.8808904936,-9.99999999998e-05,-0.000672135547121
30.0670168664,-9.99999999998e-05,-0.000672135547121
30.2539877253,-9.99999999998e-05,-0.000672135547121
30.4409540457,-9.99999999998e-05,-0.000672135547121
30.6278924867,-9.99999999998e-05,-0.000672135547121
30.8140315024,-9.99999999998e-05,-0.000672135547121
31.0009718885,-9.99999999998e-05,-0.000672135547121
31.1879352913,-9.99999999998e-05,-0.000672135547121
31.3748896171,-9.99999999998e-05,-0.000672135547121
31.5610088579,-9.99999999998e-05,-0.000672135547121
31.7479868487,-9.99999999998e-05,-0.000672135547121
31.9349408503,-9.99999999998e-05,-0.000672135547121
32.1219039289,-9.99999999998e-05,-0.000672135547121
32.3080241423,-9.99999999998e-05,-0.000672135547121
32.4949658251,-9.99999999998e-05,-0.000672135547121
32.6819723436,-9.99999999998e-05,-0.000672135547121
32.868889713,-9.99999999998e-05,-0.000672135547121
33.0549959867,-9.99999999998e-05,-0.000672135547121
33.241960362,-9.99999999998e-05,-0.000672135547121
33.4289454848,-9.99999999998e-05,-0.000672135547121
33.6158955962,-9.99999999998e-05,-0.000672135547121
33.8020132161,-9.99999999998e-05,-0.000672135547121
33.9889853717,-9.99999999998e-05,-0.000672135547121
34.1759293238,-9.99999999998e-05,-0.000672135547121
34.362877166,-9.99999999998e-05,-0.000672135547121
34.5498904924,0.0,0.0
34.7359932,0.0,0.0
34.9229361795,0.0,0.0
35.1098830492,0.0,0.0
35.2960074769,9.99999999998e-05,0.000672135547121
35.4829776874,9.99999999998e-05,0.000672135547121
35.6699381726,9.99999999998e-05,0.000672135547121
35.8568957402,9.99999999998e-05,0.000672135547121
36.0430117392,9.99999999998e-05,0.000672135547121
36.2299547187,9.99999999998e-05,0.000672135547121
