,,-999.999,,plate height,0
165617,,0.467,,0.296,0.171
,,0.467,,,0.171
01:Graph01,,0.467,,,0.171
mm,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.468,,,0.172
,,0.468,,,0.172
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.469,,,0.173
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.468,,,0.172
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.468,,,0.172
,,0.467,,,0.171
,,0.467,,,0.171
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.467,,,0.171
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.466,,,0.17
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.466,,,0.17
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.463,,,0.167
,,0.463,,,0.167
,,0.463,,,0.167
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.463,,,0.167
,,0.463,,,0.167
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.465,,,0.169
,,0.464,,,0.168
,,0.465,,,0.169
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
,,0.464,,,0.168
